B09,"Pirc Defence: Austrian Attack,  6.Be3","E5By1eHmNANRLmdfFAwNep2ZotH5KxQxDTDHXduKC6Qm"
B15,"Caro-Kann Defence","EaXiWDjTBoHXngbsSqdQAFJW5RokXFhEbYh1bFwV1y3t"
B11,"Caro-Kann Defence: Two Knights,  3...Bg4","6KE9m78W7UfJqoe2fowDozFXdG2HHSq51wDTRvkkk4jx"
B15,"Caro-Kann Defence: Tartakower Variation","FuPDuEaWCWnp745pgyJFLcXdd8DfDDVrarrHHpNHRM7a"
B13,"Caro-Kann Defence: Panov-Botvinnik Attack,  Herzog Defence","3tChJXcH3Pv3AgqgJBLTNrZzo4dGLsoQJMUVoDyaXkBJ"
B14,"Caro-Kann Defence: Panov-Botvinnik Attack,  5...e6","8CN3JQwJeCWeoUptTuJqcj7phET2zjdgEwzu8xJUARVR"
B15,"Caro-Kann Defence: Forgacs Variation","9f4Mhg4G7FN1yzvjjFxjCQtC1dkEWYiQ3TsaZbZRvmq1"
B16,"Caro-Kann Defence: Bronstein-Larsen Variation","AUAR8pevkfYRNeBW8HnnnTByASyGH7GZ9BW4WdGgnpCy"
B17,"Caro-Kann Defence: Steinitz Variation","E5f8jQZwga9oZrYv2VWfprSa5XxVhsC9AXPnJbqSGgLN"
B18,"Caro-Kann Defence: Classical Variation,  Flohr Variation","3xvEDXVdiUqPP9Ze3pAFNHPa4wpQ9vmapoLQkKVYqMkF"
B19,"Caro-Kann Defence: Classical Variation,  Spassky Variation","4tFeDNL7wyrAeSHn2HkzihtVienAXnbn3qs1KUmy7qKy"
B56,"Sicilian Defence","J94vCgDXD8qahcoCeSQedX8u9wi7iY89TmXBHEEXaeux"
B21,"Sicilian Defence: Smith-Morra Gambit,  Chicago Defence","2A9VMq6Ad9KRgvDRsQhRVxdGC4FaKmbwr6y4jLiFCZnU"
B22,"Sicilian Defence: Alapin Variation,  Heidenfeld Variation","91R65gkLTdb65ptLbkthNQqcPG86XrpHSS4TyoGcwnD7"
B23,"Sicilian Defence: Grand Prix Attack,  Schofman Variation","2a2ZQYTwaakCDCVKbqMvLdNTf831BVV6bVdypiJkMwGe"
B24,"Sicilian Defence: Closed,  Smyslov Variation","2kUCjxhbG1gsQB2RXW1mJEUhgG7ntrmvxdQ63oNCsPSb"
B25,"Sicilian Defence: Closed,  6.Ne2 e5 (Botvinnik)","2juQACWtHN1cDSN5xWJhmQBS2tRdF6K3ksnT4GKrga7G"
B26,"Sicilian Defence: Closed,  6.Be3","88btzAXxeVrrfHxvDXC9FAERfTA75hpV18LZSzjUH3Zm"
B28,"Sicilian Defence: O'Kelly Variation","Hi5x4ru8UBkgqDSCGpQKn5XzhKmmhSiw48i3EN19kddi"
B29,"Sicilian Defence: Nimzovich-Rubinstein Variation,  Rubinstein Counter-Gambit","HNDz3ZrHF7RZo1uUhB4msPGpwffRpPrbdYjL35wW6BVc"
B31,"Sicilian Defence: Nimzovich-Rossolimo Attack,  Gurgenidze Variation","HUKGqSS2Yv4H1HtG118SSCkQfsBizR1AEXLFygL5K9Vo"
B33,"Sicilian Defence: Sveshnikov Variation","6jfSEd3bxYfUNFWhzMz6VP2EoxDfeDZYiJ1KNd6E94kJ"
B34,"Sicilian Defence: Accelerated Fianchetto,  Exchange Variation","6gEybzo89e4tnRRtDNX7Lk4EEgjwSNs4mmU9PLcpv5vn"
B35,"Sicilian Defence: Accelerated Fianchetto,  Modern Variation With Bc4","GspQQ1vRduZRAnrEXpu7JAof9Z3zu1W9CqCn9FRXPbie"
B36,"Sicilian Defence: Accelerated Fianchetto,  Gurgenidze Variation","4kMzhWk4bY672eiAkdXn9K1ETcQK7LNjXKQK9EfAbMRs"
B37,"Sicilian Defence: Accelerated Fianchetto,  Simagin Variation","Fj6NMhrQmSxT6oUW2tz1HAvr82R5cZEKEeLP8ny7D5zb"
B38,"Sicilian Defence: Accelerated Fianchetto,  Maroczy bind,  6.Be3","9SPuT9SZZFk9ran3Q6MQNTL7TPbjqC4DZpQeXqoZH2eR"
B39,"Sicilian Defence: Accelerated Fianchetto,  Breyer Variation","8WpL73qJmdYMzS9Ma37ZXwqBrji6zQ9CiDvY1txAWFKw"
B40,"Sicilian Defence: Pin Variation,  Jaffe Variation","6GKJ1wzsoUp8s9qpiPdgUXx2PwnURHB1Au6jqUMfKuRy"
B41,"Sicilian Defence: Kan Variation,  Maroczy bind,  Bronstein Variation","7XKR9op1SWszEm2BCmHNN88QZwrGgLd7pEFs97MZXckZ"
B42,"Sicilian Defence: Kan Variation,  Gipslis Variation","8eYgKVsjPZG2LaGZSvnXw5ZcJ7keXDhR6cyK2VG9om5m"
B43,"Sicilian Defence: Kan Variation,  5.Nc3","6JFAMTqqoJWwVxQaXW8mUWXz7KsN27aVnhmJygJUtRAg"
B44,"Sicilian Defence: Szen Variation,  Hedgehog Variation","8rJjiDzVdM1qeCek7WkRtih9nQVnBfPyiRuSJWWC6rWX"
B49,"Sicilian Defence: Taimanov Variation","CWGbgLkqc58BjnQQNp6VZGkoNu3PatfkdnqyWffbUxEd"
B45,"Sicilian Defence: Taimanov Variation,  American Attack","Bkq29eKjo3ZBH6gSYsF4tFMt5cyjD2MFBn31wuVsoLgH"
B51,"Sicilian Defence: Canal-Sokolsky Attack","8iDCNZNBiN83AK83xDYLeEFhJ4B3RfppWk2cTRw9YPW4"
B52,"Sicilian Defence: Canal-Sokolsky Attack,  Bronstein Gambit","BAcbkqAfGvSsjjYKbtDu5jSiG6PtwHs7GwqUF3nrnsZ3"
B53,"Sicilian Defence: Chekhover Variation,  Zaitsev Variation","F4e6RhVmWvacC4XHGr8BxY7dXrBU6CtrNRpsgU6waJ1x"
B55,"Sicilian Defence: Prins Variation,  Venice Attack","8mdF4xoKxNycQ7m9uRkXDZSgnp2ARnxd7cRbn7oSMFQK"
B56,"Sicilian Defence: Venice Attack","3DUsTZfQ63cPd4ksj1DM9Fxf3ecMXAbagHtRgJxZfLVq"
B57,"Sicilian Defence: Magnus Smith trap","BjrD5BwnBoqikVVDjgcATccEQzCG6q7Co18FxvnrW7bf"
B58,"Sicilian Defence: Boleslavsky Variation,  Louma Variation","9JhuEcm5UkEuVT8cY9qSEtd3YRCBeqdgKs3YpKfsjymh"
B59,"Sicilian Defence: Boleslavsky Variation,  7.Nb3","3LMCjGRsFmtjGHMo2PR5ri5SxPX6fKRgNYJaD4envxe2"
B60,"Sicilian Defence: Richter-Rauzer,  Larsen Variation","2rjZ5CQApjoC73pJFXAq6RPzvP9fAevWDb6QEomcHp5g"
B61,"Sicilian Defence: Richter-Rauzer,  Larsen Variation,  7.Qd2","Cwrepq1pK8LGt1fd3JbP5Xoha8qzkKwesaYi31jMboqw"
B62,"Sicilian Defence: Richter-Rauzer,  Richter Attack","BTzcmpBM59dJNf21Z1pLoJiXxYBEBcsK7CwQYo855NTv"
B63,"Sicilian Defence: Richter-Rauzer,  Rauzer Attack,  7...Be7","2k3MtrMFG9iKsZX6owjvaGyVG2ej1tZDHHWFHbWULXse"
B64,"Sicilian Defence: Richter-Rauzer,  Rauzer Attack,  Geller Variation","DYPdyT1KCu21GQUA7zBrj5pgjTSKkbXSHx7MgEVnpnAp"
B65,"Sicilian Defence: Richter-Rauzer,  Rauzer Attack,  7...Be7 Defence,  9...Nxd4","BE9ptyDFzWV11uiqvhHY9TNtpdkeJ6y2U5HxC9RoiVYS"
B66,"Sicilian Defence: Richter-Rauzer,  Rauzer Attack,  7...a6","E6xkS7REF2M5QfkKXbVz8wnSpFQWLJQR7MoAPgVYBK5E"
B67,"Sicilian Defence: Richter-Rauzer,  Rauzer Attack,  7...a6 Defence,  8...Bd7","GJug1cAgJ1j6TAfChydBUpBTCqBTTkQGRmZmj3nAHnrQ"
B68,"Sicilian Defence: Richter-Rauzer,  Rauzer Attack,  7...a6 Defence,  9...Be7","FWeeAzqRE6gM36kSGkiMTD3HKqKnF47EzLHDmCUJLxbH"
B69,"Sicilian Defence: Richter-Rauzer,  Rauzer Attack,  7...a6 Defence,  11.Bxf6","HJ5pUFaej4EPVhgv15j9bef8NCCXkUm6CwWtaGgoiDdD"
B70,"Sicilian Defence: Dragon Variation","DzEntQSoGXQiHaon4jR5NJhTBj1PTgA8LtWCpUTASisd"
B71,"Sicilian Defence: Dragon Variation,  Levenfish; Flohr Variation","53JRTrRqhMtLxWtYcv4zyah5pd26u4CJky6rCMHwkwfL"
B72,"Sicilian Defence: Dragon Variation,  Classical Attack,  Grigoriev Variation","EaAAQLU5cR93a2AaRmrWj3ZGWDxf2EQSfZdRoHoZ4Nrp"
B73,"Sicilian Defence: Dragon Variation,  Classical Attack,  Zollner Gambit","7YRLAzR2Ro1MzfZ5iEWkuSzES7npKhr4riLSTQW2a9Bt"
B74,"Sicilian Defence: Dragon Variation,  Classical Attack,  Stockholm Attack","AS8PBqYF8Yyhi1gKN9gd8NTnFVLinofkhEc8sfS16QAW"
B75,"Sicilian Defence: Dragon Variation,  Yugoslav Attack","AZiB7HKWeacGsArkByHDr97ktg6abVvDngksrL2kTKZq"
B76,"Sicilian Defence: Dragon Variation,  Yugoslav Attack,  Rauser Variation","6TT7SgmGhBjxZT7XWLZUEu2Hzif2YGnsaFHZwKP8HMH4"
B77,"Sicilian Defence: Dragon Variation,  Yugoslav Attack,  9...Bd7","E1ptRjBoymhKWj2uLshQGAXK6xctJj1GBAY4PFyfFKnF"
B78,"Sicilian Defence: Dragon Variation,  Yugoslav Attack,  10.O-O-O","2qENTGhpa25dz5a2f1Ft1ppN3ybGjvKQ18WDd6eSutTV"
B79,"Sicilian Defence: Dragon Variation,  Yugoslav Attack,  12.h4","J5u1LYgzcL8oj9ccmMgvz9d7hQGpwR8PKRgmCQgewVwz"
B80,"Sicilian Defence: Scheveningen Variation,  English Variation","8V5whoPqSHAtVnUvz4WNKAYEqQmBakumWjrbSeZzZmRM"
B81,"Sicilian Defence: Scheveningen Variation,  Keres Attack","DswUiP3CVeqTjbno83TZx3racpo1LfbZ9176FYPsVGzP"
B82,"Sicilian Defence: Scheveningen Variation,  Tal Variation","HLZcd4q1YSaRprYNVsuhNxpTSKtWZF7KG9BqdhvoE1bU"
B83,"Sicilian Defence: Modern Scheveningen Variation,  Main line With Nb3","HZv4gBbwv6noQk1usT6Nkw8oKkZQY8davpe7k4xCaca4"
B85,"Sicilian Defence: Scheveningen Variation,  Classical Variation","FX7DM37Ni8Ji2gy2TBtp4twSowNjjNUTRkgWyJnbdGx3"
B86,"Sicilian Defence: Sozin Attack","9YYrf8tuEZv4f8BwXdLRKdw9tCgg64X614Sqoo9Y4bQ9"
B87,"Sicilian Defence: Sozin Attack With ...a6 and ...b5","CjkmqFEj3EGpA8fvf1B6SYmkbTuwAH2UDErLxKDDk4uW"
B88,"Sicilian Defence: Sozin Attack,  Fischer Variation","C4iRRbiBkXpsN47fqBeg2hZHkepXtBRDS32GNHr11Bwn"
B89,"Sicilian Defence: Velimirovic Attack","4NxScNRgiW1woFE68EpL6fPqCKL1nYGMWs73p78C5UoX"
B90,"Sicilian Defence: Najdorf Variation,  Lipnitzky Attack","A1Yg3kSXui4PMNVGCTwavHazAmuEzPk87Z1bnswkScCR"
B91,"Sicilian Defence: Najdorf Variation,  Zagreb (Fianchetto) Variation","9APiWW1hzv5iQvasm5V4jAqoBLfuwpWhCpx55TjByLiU"
B92,"Sicilian Defence: Najdorf Variation,  Opovcensky Variation","6mvUb15UUCJuJgbWYdcGC9UPKo5xHCMVaBmbCjRoeBCC"
B93,"Sicilian Defence: Najdorf Variation,  6.f4","4buTqqYTSfGzUtPmdHLzicYV3n1JCyYT5YCNtcmbSKe5"
B94,"Sicilian Defence: Najdorf Variation,  Ivkov Variation","HEYfBQPKHQAJgZ37N24gF9Q9HVgSHXmKAGVESZmgdTA3"
B95,"Sicilian Defence: Najdorf Variation,  6...e6","FjJyosxvh3Swh1MoUMwY6Mt9Fyx8vf7B2H1hAnm1aR6L"
B96,"Sicilian Defence: Najdorf Variation,  Polugayevsky,  Simagin Variation","3CDq5mDA2eJogxWdaZwYdY4iD4z2FNXd53YYsEBhWMdt"
B97,"Sicilian Defence: Najdorf Variation,  Poisoned Pawn Variation","97gBvYui68b2hDK6VJEED1rgi9k85FQky9L1UTRnYtRj"
B98,"Sicilian Defence: Najdorf Variation,  Browne Variation","FPMngotPcx9Zy4mHxAd8K9xtW7Q7BKshCMv2o6fHK2EK"
B99,"Sicilian Defence: Najdorf Variation,  7...Be7 Main line","Ea7e5M7TZ5NU1PFyB2LQpgSgXjW5dUEJwe2ponpbtbu8"
C00,"French Defence: Reversed Philidor formation","E2ScDrJNT6t1TXrjcnh3D5kUfwdA3pgB2MVwXLQyFfHN"
C01,"French Defence: Exchange Variation,  Bogolyubov Variation","3x5swnY61RU3tgZKUPvQPRYG14Dk55ZR7NQBDv3faUY8"
C02,"French Defence: Advance Variation,  Milner-Barry Gambit","6KJDusthBSUtYnQSvtJ2gdvHnZv9uFvCt78sWSgnJFTy"
C03,"French Defence: Tarrasch,  Guimard Variation","8pdM6ZMLd3QuMXcPtq9wWyeCow3LY7kA6PwPV5NREPy8"
C04,"French Defence: Tarrasch,  Guimard Main line","7nB3E9Zs4ErgaMTpWSRxy4DSjqSv9vrZXEYwJicgUjPT"
C05,"French Defence: Tarrasch,  closed Variation","5nLVcmRZXgUQhj9UCNDpze8tEJQqXMhTwMPiFBNDeTEi"
C06,"French Defence: Tarrasch,  Leningrad Variation","9pmpQZeQQnhFpzQXxgZKi1tCWX56F792qx5SsKEWrX7X"
C07,"French Defence: Tarrasch,  Eliskases Variation","962jN1AW8abroUWEvatGtu9mPiYMrmViLCFwEXuPbRnW"
C08,"French Defence: Tarrasch,  open,  4.ed ed","Bp8goXHRHRothRmtexVgxEeNyFMywnDXMW7eFRfyyaik"
C09,"French Defence: Tarrasch,  open Variation,  Main line","5rJGwmTchVdsCcpjK88ycfkSAV5QSDJMPEWB9U61tSNo"
C10,"French Defence: Rubinstein,  Capablanca line","7JvGYnV6CDnjzJdXH7BEuDMcC94YYgD4rjNyejEhHo57"
C11,"French Defence: Steinitz Variation,  Brodsky-Jones Variation","DujJLELG82UsHb2KFQBAETWdyWM9YgZ5izQu3mu6iGra"
C12,"French Defence: MacCutcheon Variation,  Grigoriev Variation","3QtetQPxoFHb82QTjTqh9q7ee2t61Kb3fcLschLv3thB"
C13,"French Defence: Classical Variation,  Anderssen-Richter Variation","5oH6cyJb9zV1ZLjXLhdz8NbKrgcoMFRCMZWRs9bJvxWw"
C14,"French Defence: Classical Variation,  Stahlberg Variation","7GReCwq57mxiCL6ornkehLUAZsk9g8waNo71HiKRfThv"
C15,"French Defence: Winawer Variation,  Alekhine Gambit,  Alatortsev Variation","Gjz5urSMDDC1tSaLZ9Q8SrVb9riBtTqafQHvcDVEErbJ"
C18,"French Defence: Winawer Variation,  Advance Variation","6Qo34ydNHcv7igX4RCtMR7Ru6Rfha3keUiTdyj746dzv"
C17,"French Defence: Winawer Variation,  Advance Variation,  Rauzer Variation","GBJakJSPMXUZWnmEdajgKiix3NGPugCGWMDzGnWjpjnW"
C18,"French Defence: Winawer Variation,  Classical Variation","3GdnsqfNNzkhhC9zFBrNCVnNUkSdDMswuoeYFp8viTjv"
